car,move
K,-1
S,-1
T,-3
K,-3
U,-2
S,-3
Q,-2
L,2
S,2
T,-2
J,-2
M,-2
E,3
F,-1
B,1
A,3
T,-2
E,1
F,-2
G,-4
E,-3
J,1
S,-1
M,-1
L,-2
A,-1
B,-1
N,-2
V,-3
O,-3
G,1
R,-3
N,4
K,-1
S,-2
V,-3
J,-1
X,-3
H,3
I,-3
C,2
D,-1
P,-4
X,4
