car,move
A,-1
B,-1
H,-1
X,-2
X,1
H,1
A,-1
B,-1
C,-1
D,-1
H,-1
G,-2
F,2
K,-2
L,-2
I,-3
X,-1
K,1
L,-1
X,3
X,-1
K,1
F,-1
H,3
X,-2
X,4
