car,move
B,1
A,-1
F,-1
M,1
S,-3
T,-1
U,-1
G,-3
P,1
M,1
K,1
D,4
G,2
F,1
E,1
A,6
B,-1
I,-2
G,1
F,-1
X,-1
E,2
N,-5
L,1
Q,-1
R,-1
D,1
S,2
O,1
J,1
C,-1
H,-1
X,7
