car,move
O,1
D,1
A,-5
G,-1
J,3
D,-1
B,-3
I,-1
H,3
F,4
O,-1
AF,-1
E,2
AL,-1
AH,2
AE,1
AI,-3
H,-1
W,3
J,-4
AE,-1
R,-2
M,-1
AF,1
Y,-1
T,-2
AE,-1
U,4
X,8
