car,move
F,-2
E,-1
B,3
X,-2
G,-2
F,-2
X,-1
B,-2
E,3
A,-2
G,-1
B,2
X,1
F,4
X,-1
A,-1
E,1
B,-3
D,-4
B,1
G,2
A,3
B,-1
C,1
A,1
G,-2
D,3
B,3
X,1
F,-4
X,-1
B,-3
E,-4
D,-3
H,-4
B,3
G,3
C,2
X,4
