car,move
O,-1
T,-2
AB,1
J,1
H,1
E,1
N,1
AF,-1
N,1
L,1
K,1
AN,-1
AQ,1
U,1
B,1
U,1
U,-1
T,1
U,1
AI,-1
AQ,-1
F,1
F,-1
Y,1
F,1
AE,1
AO,-1
P,-1
AE,-1
AB,-1
P,1
U,-1
AQ,1
AC,-2
E,-1
AI,1
P,-1
V,1
E,1
AC,1
AO,1
AN,1
AC,1
F,-1
AI,-2
AG,1
T,1
AF,1
U,1
H,-1
K,-1
B,-1
L,-1
T,-1
AE,1
AI,2
AE,-1
Q,-1
B,1
V,-1
AC,-2
N,-1
V,1
AG,-1
Q,1
N,1
U,-1
H,1
AI,-2
B,-1
H,-1
AC,2
AB,1
AI,1
P,1
Q,-1
AI,1
Q,1
AQ,-1
V,-1
N,-1
P,-1
AF,-1
AG,-1
Y,-1
R,1
C,1
A,-1
AB,1
AB,-1
P,1
AI,-2
A,1
AQ,1
R,-1
U,-2
T,1
R,1
H,1
B,1
U,2
Y,1
AG,1
C,-1
H,-1
AF,1
AQ,-1
T,-2
J,-2
O,1
P,-1
P,2
A,-1
AB,-1
Q,-1
AI,2
T,1
AC,-3
B,-1
X,-1
V,1
AB,1
D,1
D,-1
AK,-1
N,1
F,-1
V,-1
Y,-1
AK,1
AB,-1
AQ,-1
B,1
AI,-2
X,1
AK,-1
A,1
U,-1
N,-1
R,-1
P,-2
U,2
N,2
AE,1
T,1
F,1
X,-1
AI,2
P,1
E,1
AD,1
AK,1
N,-2
AC,1
AK,-1
Y,1
N,-1
P,1
AQ,1
AD,-1
AC,-1
AI,-1
R,1
P,-1
AE,-1
X,1
X,-1
V,1
A,-1
AE,1
J,-2
T,-1
A,1
AE,-1
A,-1
AE,1
J,1
V,-1
A,1
AR,-1
A,-1
T,1
AI,-1
AR,1
AD,1
AI,1
X,1
Q,1
W,1
AQ,1
AC,1
X,1
AC,-1
E,-2
L,1
AD,-1
O,-1
AQ,-1
T,-2
AQ,-1
X,4
AB,1
E,1
AI,-1
K,1
T,2
A,1
J,-1
AI,1
A,-1
AR,-1
H,1
AB,-1
E,-1
AB,1
AE,-1
Q,-1
F,1
AQ,2
A,1
E,1
Q,1
N,1
F,-1
M,1
M,-1
F,1
N,-1
K,-1
AE,1
AQ,-2
P,-1
M,1
L,-1
E,-1
W,-1
E,1
Y,-1
Y,1
AI,1
AR,1
AR,-1
C,1
P,2
W,1
X,1
E,-1
O,1
F,-1
AE,-1
M,-1
U,-1
B,-1
AQ,2
AI,-2
T,-2
D,1
AI,1
L,1
P,-1
R,-1
G,1
L,-1
F,1
AI,1
B,-2
W,-1
AR,1
L,1
AQ,-2
U,1
AR,-1
L,-1
Y,-1
AE,1
AI,-1
AR,1
X,3
