car,move
T,-6
G,-3
K,-4
J,-2
S,-2
E,3
A,2
Q,-2
T,-1
F,-3
E,-2
U,-2
L,2
J,2
S,-1
M,-3
J,-1
L,-2
V,-6
R,-3
N,-1
O,-3
N,2
X,-2
H,5
C,4
I,-3
D,-1
P,-3
C,-2
X,3
