car,move
AE,1
AA,-1
AH,-1
AA,1
L,1
P,-2
AP,1
AJ,1
AQ,1
K,1
AD,1
K,-1
AM,-1
AD,-1
L,-1
AM,1
AL,1
H,1
L,1
W,1
H,-1
AK,-1
K,1
S,1
AB,1
Q,1
AR,-1
AB,-1
AD,-1
H,1
AR,1
K,-1
Q,-1
U,1
K,1
AK,1
AC,1
H,-1
AK,-1
AA,1
AK,1
Q,1
U,-1
AK,-1
Q,-1
AD,1
Q,1
AC,1
AD,-1
P,2
AC,-1
AH,-1
K,-1
AH,1
AH,-1
Q,-1
AJ,-1
AL,-1
AJ,1
AR,-1
AJ,-1
H,1
AJ,1
AM,-1
S,-1
AM,1
U,1
AM,-1
K,1
S,1
U,-1
AJ,-1
AM,1
H,-1
AP,-1
AO,2
AO,1
AH,2
Q,1
AI,-3
Q,-1
AC,1
H,1
AC,-1
W,2
H,-1
AP,1
AC,1
U,1
K,-1
P,-2
M,1
S,-1
S,1
AP,-1
H,1
AO,-2
M,-1
AR,1
AQ,1
W,-1
Q,1
AD,1
M,1
Q,-1
AK,1
P,2
Q,1
AA,-2
H,-1
AG,1
P,-1
AG,-1
P,1
AG,1
V,1
M,-1
AC,-2
Q,1
U,-1
P,-1
AC,1
P,1
L,-1
AC,2
U,1
U,-1
AC,-2
AO,-1
AK,-1
AP,1
AE,1
AP,-1
J,1
AE,-1
AO,1
W,1
AK,1
H,1
AO,-1
H,-1
Q,-1
W,-1
AK,-1
W,1
J,-1
H,1
AA,3
AE,-1
AO,1
AN,-1
AK,1
AN,1
V,-1
AO,-1
H,-1
V,1
H,1
AK,-1
U,1
V,-1
AN,-1
J,1
AP,1
AJ,1
AD,-1
AM,1
Y,-1
Q,-1
N,1
G,1
Q,1
AA,1
AC,1
W,1
AI,1
Y,1
G,-1
AI,2
H,-1
G,1
AK,1
AH,-1
Q,-1
AK,-1
AA,-4
AL,1
Y,-1
G,-1
AA,3
AJ,-1
Y,1
G,1
P,-1
AL,-1
AR,-1
H,1
P,1
H,-1
AL,1
AH,-1
AP,-1
Y,-1
AL,-1
S,-1
S,1
AH,2
J,-1
Q,1
G,-1
AD,1
AA,-2
H,1
N,-1
P,-2
J,3
Y,1
AH,-1
J,-1
H,-1
J,-1
N,1
Q,-1
AG,-1
AA,1
Q,1
G,1
AO,1
AG,1
AH,1
H,1
J,1
G,-1
P,1
AH,-1
AG,-1
AC,-1
AC,1
Y,-1
U,1
H,-1
H,1
AG,1
F,1
E,1
AH,1
AO,-1
N,1
J,-1
J,-1
AO,1
E,-1
AG,-1
N,-1
J,2
Q,-1
AO,-1
AG,1
P,-1
AD,-1
AP,1
N,1
Q,1
AE,-1
AH,-1
J,1
AC,-1
F,-1
N,-2
AL,1
N,2
Q,-1
L,1
AC,1
AA,-1
AR,1
Q,1
AC,-2
Q,-1
AP,-1
AK,1
N,-2
U,-2
P,1
AE,1
AG,-1
AL,-1
H,-1
AG,1
AB,1
AL,1
AE,-1
Y,1
K,1
U,1
AL,-1
AB,-1
AG,-1
K,-1
S,-1
L,-1
N,1
V,1
AO,1
N,-1
AK,-1
AA,-1
AR,-1
N,1
F,1
V,-1
AA,1
F,-1
AO,-1
AA,-1
L,1
AA,1
K,1
AP,1
K,-1
AR,1
AP,-1
L,-1
G,1
AA,-1
AL,1
AP,1
AL,-1
AB,1
AQ,-1
AA,1
AJ,1
G,-1
F,1
L,1
S,1
AK,1
AJ,-1
P,-1
AQ,-1
AH,1
AJ,1
S,-1
P,1
K,1
Y,-1
F,-1
AJ,-1
F,1
S,1
AP,-1
S,-1
U,1
AH,-1
U,1
AB,-1
F,-1
AL,1
N,-1
S,1
AQ,2
K,-1
K,1
AL,-1
N,3
AL,1
AQ,-1
Q,1
AB,1
AA,-2
F,1
AL,-1
H,1
AP,1
N,-1
AA,-1
U,-1
E,1
AL,1
P,-1
AL,-1
AK,-1
C,1
AR,-1
C,-1
AJ,1
AQ,1
AA,-1
AQ,-2
AL,1
E,-1
K,-1
E,1
AJ,-1
U,1
P,1
L,-1
AJ,1
AL,-1
Q,-2
AL,1
J,-1
Q,1
N,-1
AL,-1
J,1
P,-1
N,2
E,-1
AB,-1
N,-2
AQ,2
U,-1
Q,1
L,1
AR,1
AR,-1
E,1
AL,1
K,1
P,1
AG,1
AA,4
H,-1
P,-1
H,1
AG,-1
AE,1
AC,2
AG,1
P,1
AE,-1
E,-1
F,-1
G,1
AG,-1
N,1
G,1
AQ,-1
U,1
AC,-2
AQ,-1
AB,1
K,-1
AB,-1
AQ,1
K,1
AL,-1
N,1
AH,1
P,-1
P,1
AA,-2
AJ,-1
AA,2
AP,-1
AO,2
AC,1
Q,-1
AR,1
AM,2
AM,-1
AK,1
H,-1
AK,-1
P,-1
AC,-1
H,1
AR,-1
AO,1
AI,-3
M,1
K,-1
M,-1
AO,-2
AQ,-1
AC,1
N,-1
S,-1
AO,1
N,1
N,-1
P,1
W,-1
L,-1
H,-1
AM,-1
AQ,1
AC,1
G,-2
L,1
N,-1
F,1
AC,-2
AM,1
AA,-1
L,-1
AC,1
AO,1
J,-1
AM,2
S,1
F,-1
F,1
AM,-4
AP,1
J,-2
E,1
AJ,1
J,2
S,-1
AC,-1
AM,2
C,1
AJ,-1
U,1
J,-1
W,1
S,1
P,1
AA,1
AI,2
C,-1
AC,1
AP,-1
Q,1
Q,-1
AC,-1
AI,-1
N,2
J,-1
AA,-1
AQ,-1
Q,-1
AM,1
J,1
AI,1
J,-1
AC,1
M,1
N,1
AC,-1
N,-1
AA,1
AO,-1
AB,1
AM,-1
AB,-1
M,-1
AO,1
M,1
H,1
L,1
S,-1
K,1
N,1
AI,-2
AQ,1
W,-1
AM,-1
N,-1
Q,1
M,-1
M,1
K,-1
AC,2
U,1
P,-2
U,-1
Q,-1
N,1
U,1
Q,1
AP,1
E,-1
L,-1
W,1
AI,2
N,-1
AM,1
U,-1
E,1
Q,-1
AA,1
AJ,1
H,-1
H,1
M,-1
Q,1
Y,1
V,1
U,1
E,-1
AE,1
E,1
AE,-1
S,1
AI,-2
AI,1
AM,-1
AC,-1
Q,1
C,1
U,-1
AI,-1
AQ,-1
AQ,1
U,1
V,-1
L,1
AJ,-1
M,1
W,-1
AC,1
AE,1
AP,-1
P,1
AD,1
M,-1
K,1
AA,-2
Y,-1
AC,-1
AA,-3
C,-1
AO,-2
Q,-2
AC,-1
Q,2
AB,1
AA,1
P,1
AR,1
AM,1
AK,1
AQ,-1
AA,1
AD,-1
N,-1
H,-1
E,-1
Q,-1
F,-1
AQ,2
AB,-1
AK,-1
AD,1
W,1
F,1
P,-1
AB,1
AM,-1
AQ,-1
AI,2
AD,-1
AD,1
AB,-1
Q,1
AD,-1
Y,1
AR,-1
AE,-1
Q,-1
V,1
N,1
Q,2
U,-1
AI,-2
E,1
AR,1
P,1
Q,-2
U,1
AQ,-1
W,-1
AR,-1
V,-1
E,-1
H,1
AM,-1
H,-1
N,-2
AA,1
AA,1
AN,1
F,-1
AN,-1
F,1
AM,2
V,1
S,-1
P,-2
H,1
AB,1
U,-1
U,1
F,-1
AM,-1
N,2
AO,1
F,1
AO,-1
N,-2
AR,1
AE,1
P,2
K,-1
S,1
H,-1
V,-1
N,1
K,1
F,-1
G,1
H,1
G,1
AO,1
W,1
H,-1
AR,-1
K,-1
AO,-1
H,1
AO,2
V,1
H,-1
V,-1
S,-1
AM,1
AE,-1
AI,2
S,1
AM,-1
AI,-2
AM,1
P,-2
AE,1
AD,1
AM,2
L,-1
AD,-1
H,1
W,-1
N,1
AE,-1
J,1
AM,-1
H,-1
J,2
G,-2
V,1
V,-1
G,1
AB,-1
AQ,1
L,1
AP,1
AQ,-1
AB,1
G,-1
AM,-2
AQ,1
AP,-1
V,1
AM,3
U,-1
S,-1
K,1
G,3
V,-1
U,1
AM,-3
AP,1
H,1
Y,-1
AM,-1
AJ,1
AN,1
AF,1
O,1
D,1
P,1
AE,1
A,-4
H,-1
AQ,-1
P,-1
AD,1
B,-1
N,1
AQ,1
P,1
P,-1
AD,-1
AQ,-1
AE,-1
H,1
AJ,-1
U,-1
F,1
N,-1
B,-3
N,1
B,2
A,1
F,-1
B,-1
K,-1
L,-1
S,1
AB,-1
Q,1
AP,-1
AQ,1
AO,-1
J,-1
F,1
B,3
E,1
H,-1
P,1
P,-1
G,1
AQ,-1
P,1
G,-1
AB,1
G,1
A,2
Q,-1
B,-1
A,-5
J,1
D,-1
H,1
H,-1
D,1
B,-1
L,1
AQ,1
AA,-1
AO,-1
G,-1
G,1
E,-1
AQ,-1
H,1
AA,1
AA,-1
L,-1
AB,-1
U,1
F,-1
AC,1
H,-1
Q,1
F,1
L,1
N,1
AQ,2
AA,1
B,2
AG,1
P,-1
B,-6
Q,-1
AG,-1
AR,1
N,-1
AC,1
AK,1
AA,1
D,-1
AK,-1
AO,-1
S,-1
O,-1
P,1
AE,1
I,-1
G,-1
P,-1
F,-1
AR,-1
AG,1
F,1
N,-1
K,1
AC,-1
O,1
H,-1
AC,1
P,1
F,-1
N,1
AA,-1
K,-1
AP,1
AG,-1
AJ,1
H,4
F,3
AR,1
L,-1
S,1
E,1
S,-1
G,-1
F,2
AG,1
G,2
E,3
F,-1
AE,-1
AE,1
AK,1
P,-1
AA,4
AK,-1
J,-1
AC,-2
F,1
AG,-1
S,1
J,1
AK,1
S,-1
E,-1
AK,-1
AD,1
C,1
AD,-1
F,-2
L,1
C,-1
AC,1
P,1
G,-1
AE,-1
R,-2
L,-1
F,1
P,-1
N,1
C,1
AK,1
AK,-1
D,1
M,-1
E,-1
AC,-1
D,-1
G,-2
X,-1
N,-4
T,-1
U,-1
AG,1
N,1
AB,1
AR,-1
AB,-1
P,1
A,-1
S,1
AR,1
J,-1
AC,2
H,-1
Y,1
B,-1
J,-2
J,3
AK,1
O,-1
AF,-1
V,1
L,1
S,2
K,1
AK,-1
AR,-1
P,-1
U,1
P,1
H,1
K,-1
L,-1
P,-1
G,1
AG,-2
H,-1
AC,-2
Q,2
AG,1
T,-1
B,1
AC,2
M,-1
AG,-2
T,1
A,1
G,-1
X,1
T,-1
J,-4
G,1
AR,1
X,1
M,1
AR,-1
A,-1
AR,1
G,-1
M,-1
J,3
P,1
G,1
S,-2
A,1
A,-1
AK,1
AG,3
C,1
AC,1
X,-2
B,-1
M,1
X,2
AC,-3
G,-2
AG,-1
E,1
X,-2
U,-1
N,-1
AB,1
C,1
AF,1
X,6
AG,1
T,1
C,-2
S,2
AG,-1
N,1
S,-2
N,-1
X,3
