car,move
A,-2
AC,-1
AB,1
X,-1
G,-1
U,-1
E,1
U,1
X,1
AI,1
A,1
Q,1
N,1
R,-1
AB,-1
C,1
N,-1
E,-1
R,1
G,1
AE,-1
C,-1
U,3
A,-1
P,-1
U,-2
A,2
AI,-2
A,-2
C,1
AI,2
AK,-1
AI,-2
A,1
N,2
R,-2
B,-1
AK,1
C,-1
G,2
AB,1
P,1
AB,-1
B,1
AC,1
C,1
AK,-1
A,1
F,-1
A,-1
A,1
M,-1
U,1
C,-1
AK,1
Y,1
C,1
AQ,1
F,1
AK,-1
U,1
AE,1
V,1
M,1
AD,1
K,-1
AQ,1
AI,2
AQ,-1
AI,-2
V,-1
A,-1
V,1
G,-2
AQ,1
R,2
AG,1
AK,1
AI,1
V,-1
V,1
AC,-1
G,1
L,-1
AA,-1
P,-1
V,-1
AC,1
N,-1
B,-1
V,1
G,-2
R,-1
V,-1
AK,-1
M,-1
T,-2
A,-2
E,1
AR,-1
P,1
AD,-1
L,1
A,1
AI,-1
E,-1
AD,1
T,1
AR,1
N,-1
A,-1
B,-1
L,-1
W,1
A,2
E,1
AI,1
B,1
R,-1
AI,-1
X,1
AR,-1
AA,1
AI,2
C,-1
L,1
AD,-1
T,-1
X,2
AD,1
C,1
AR,1
L,-1
I,-1
R,1
H,2
W,-1
P,-1
F,2
AR,-1
R,-1
C,-1
B,-1
L,1
AA,-4
AJ,-1
AR,1
O,-1
X,1
F,-1
AI,-1
AR,-1
AD,-1
R,1
AP,-1
B,1
AR,1
K,1
A,-1
C,1
V,1
B,-1
AO,1
B,1
AD,1
C,-1
F,1
T,1
C,1
F,-1
A,1
C,-1
F,1
C,1
B,-1
K,-1
C,-1
Q,-1
V,-1
B,1
A,-1
L,-1
Y,-1
J,-1
Y,1
AR,-1
V,1
AO,-1
AR,1
T,1
AI,-1
AP,1
B,-1
AD,-1
AK,1
AC,2
AC,-3
AB,1
J,1
L,1
F,-1
AE,-1
A,1
V,-1
T,-2
T,2
AJ,1
T,-2
R,-1
AJ,-1
W,1
P,1
U,-1
AB,-1
AG,-1
W,-1
X,-1
E,-1
AI,2
H,-1
R,1
O,1
AG,1
G,1
W,1
AG,-1
W,-1
O,-1
AK,-1
R,-1
G,-1
AG,1
K,1
AF,-1
K,-1
V,1
E,1
AP,-1
L,-1
Q,1
B,1
AB,1
AF,1
P,-1
B,-1
J,-4
AG,-1
AG,1
E,-1
J,2
AI,-2
P,1
AB,-1
AA,-1
X,1
V,-1
AI,1
E,1
AR,-1
AA,1
AB,1
E,-1
AO,1
W,1
AO,-1
C,1
W,-1
V,1
E,1
P,1
P,-1
C,-1
R,1
R,-1
AP,1
B,1
AR,1
AJ,1
R,1
E,-1
V,-1
C,1
AK,1
U,1
AK,-1
AE,1
A,-2
Y,-1
AB,-1
E,1
X,-1
AR,-1
AR,1
AC,1
J,1
A,2
P,-1
J,1
L,1
Y,1
AI,1
AA,3
B,-1
X,3
W,1
AI,-2
A,-2
O,1
AC,-1
H,1
E,-1
AE,-1
AC,2
N,1
H,-1
L,-1
O,-1
AR,-1
N,-2
P,1
AR,1
B,1
N,1
A,2
R,-1
E,1
B,-1
N,1
O,1
AE,1
AA,1
AC,-1
AC,-1
AD,1
C,-1
AA,-1
AB,1
O,-1
W,-1
H,1
H,-1
AK,1
T,2
O,1
AK,-1
R,1
AI,1
AR,-1
F,-1
E,-1
M,1
F,1
D,1
E,1
N,-1
B,-1
J,-2
A,-1
AD,-1
R,2
AR,1
A,1
P,1
A,-1
C,1
AD,1
AB,-1
R,-2
M,-1
A,1
Y,-1
A,-1
AC,1
P,-2
AA,1
N,3
P,1
B,2
AI,1
B,-1
D,-1
C,-1
Q,-1
N,-3
T,-2
F,-1
AC,1
E,-1
A,1
T,2
E,1
R,-1
H,-1
AK,1
M,1
AI,-2
M,-1
Q,1
N,2
AI,2
AK,-1
Q,-1
B,1
N,1
H,1
T,-1
AD,-1
AE,-1
AC,-2
AR,-1
U,-1
F,1
AG,-1
AQ,-1
O,-1
N,-2
B,-1
N,-1
B,1
Y,1
B,-1
X,-2
U,1
AE,1
E,-1
N,-1
W,1
AD,1
R,1
AD,-1
B,1
AQ,1
AB,1
B,-1
AR,1
AB,-1
AI,-1
AE,-1
AK,1
R,-1
T,-1
AQ,-1
U,-1
R,1
W,-1
N,1
J,1
E,1
AB,1
T,1
V,1
Q,1
T,1
V,-1
X,5
