car,move
J,1
K,1
G,1
C,-1
H,1
M,-1
H,1
N,-2
X,2
Q,-2
O,-3
K,1
L,-1
V,-2
S,1
H,1
U,1
J,-1
K,3
S,-1
V,2
X,5
