car,move
M,1
S,-3
T,-1
U,-1
B,1
P,1
A,-1
F,-1
G,-3
K,1
M,1
D,4
G,3
E,1
F,1
A,2
B,-1
A,2
I,-2
X,-1
F,-1
E,2
N,-5
L,1
Q,-2
R,-1
C,-1
O,1
H,-2
J,1
S,1
D,1
X,7
