car,move
E,1
AE,-1
AJ,-1
AG,-1
P,-2
AG,2
AK,-1
AR,-1
K,-1
AJ,1
AF,1
AJ,-1
Q,-1
O,1
AP,-1
P,1
S,1
P,1
AA,-2
D,1
L,-1
AE,1
Q,3
C,1
A,-1
AP,1
AR,1
P,-1
H,-1
AP,-1
P,1
L,1
AD,1
AD,-1
Q,-1
AQ,1
AR,-1
A,1
V,-1
K,1
K,-1
V,1
AR,1
AP,1
H,1
H,-1
AE,-1
K,1
D,-1
Q,-1
S,-1
AE,1
D,1
A,-1
AQ,-1
C,-1
AA,1
AE,-1
E,-1
V,-1
S,1
AC,-1
AE,1
S,-1
AC,1
A,1
K,-1
AR,-1
L,-1
AQ,1
A,-1
F,-1
AC,-1
AQ,-1
L,1
AQ,-1
F,1
S,1
AC,1
H,1
AJ,1
V,1
AA,-1
K,1
AQ,1
AQ,1
AG,1
AG,-1
F,-1
AC,1
Q,1
V,-1
V,1
P,-1
K,-1
N,-1
AR,1
AE,-1
U,-1
AC,-1
V,-1
AC,-1
Q,-1
AK,1
AJ,-1
P,1
AC,3
AC,-3
AQ,-1
U,1
H,-1
AE,1
AA,1
K,1
AE,-1
Y,-1
AQ,-1
A,1
U,3
AC,1
M,1
AQ,2
P,-2
AK,-1
U,-1
AC,-1
Q,1
D,-1
AG,1
Q,-1
AB,1
M,-1
H,-1
U,1
Q,1
AR,-1
M,1
AB,-1
P,1
AB,1
P,1
M,-1
N,3
Y,1
G,2
V,1
K,-1
AB,-1
G,1
AP,-1
Q,1
AC,1
U,1
K,1
AR,1
U,-1
AG,-1
AQ,-1
K,-1
P,-2
K,1
U,1
AE,1
AQ,-1
AA,1
AE,-1
AO,1
AA,-1
AC,-1
AK,1
AK,-1
P,2
H,1
D,1
AR,-1
A,-6
AB,1
K,-1
L,-1
AQ,2
G,-3
AQ,-1
U,-1
M,1
AQ,-1
AA,-1
A,1
Q,-2
U,1
V,-1
L,1
A,-1
F,1
H,1
F,-1
U,-1
A,1
D,-1
F,2
F,1
AB,-1
F,-1
Y,-1
H,-1
E,2
K,1
B,-3
H,1
K,-1
AO,1
A,-1
AB,1
AO,-2
AB,-1
AP,1
S,-1
AA,1
Y,1
F,1
AQ,1
Q,-1
AA,-1
S,1
V,1
B,1
M,-1
R,-1
K,1
F,-1
AP,-1
AO,2
A,1
V,-1
M,1
P,-1
AB,1
X,-1
A,-1
Y,-1
F,1
S,-1
AO,-1
AA,-1
E,1
R,-1
M,-1
P,1
Y,1
AO,1
AO,-1
A,1
N,-2
U,1
AA,2
R,-1
AR,1
V,1
B,1
N,2
AB,-1
P,-2
U,-1
AQ,1
AQ,-2
S,1
B,-1
K,-1
M,-1
AQ,2
P,2
K,1
I,-1
P,-1
AA,-2
B,-1
AO,-1
I,1
AO,1
V,-1
AC,1
M,2
E,-1
AG,1
AK,1
B,1
AA,1
B,2
Q,1
B,-3
Q,-1
Q,1
X,1
J,-1
AK,-1
X,-1
Q,-1
G,1
Y,-1
AR,-1
AC,1
J,1
Q,1
AO,-1
C,1
K,-1
B,1
Y,1
AC,-2
V,1
P,1
I,-1
X,1
AO,1
C,-1
AG,-1
S,-1
AC,2
M,-1
H,1
N,-2
J,-1
A,1
M,-1
AQ,-1
K,1
V,-1
AC,-2
AA,1
C,1
M,1
Y,-1
A,-1
X,-1
U,-3
AB,1
K,-1
R,2
AE,1
R,-2
AE,-1
B,-1
F,1
AE,1
H,1
M,-1
AE,-1
H,-1
R,1
D,1
M,1
AE,1
M,-1
AB,-1
AD,1
R,-1
K,1
A,2
AC,2
P,-2
B,1
K,-1
AD,-1
M,1
K,1
AR,1
AK,1
AO,1
A,-1
K,-1
U,1
A,2
AD,1
M,-1
S,1
X,1
AO,-1
AD,-1
R,1
K,1
AC,-1
Q,1
P,1
X,-1
K,-1
R,-1
J,1
U,-1
Q,-1
AQ,1
AD,1
AC,2
C,-1
AC,-3
AG,1
T,-2
R,1
J,-1
P,-1
U,1
AB,1
H,1
S,-1
P,1
S,1
F,1
A,-1
P,-1
P,1
C,1
AK,-1
T,2
AR,-1
N,1
Q,1
G,1
T,-2
AB,-1
B,-1
S,1
T,1
A,-4
D,-1
O,-1
O,1
G,-2
E,2
K,1
AO,-1
T,-1
AD,-1
A,1
K,-1
T,1
AA,-1
K,1
F,-1
AO,1
AG,-1
AR,1
AC,2
AO,-1
F,1
AD,1
B,1
P,1
F,-1
Q,-1
AG,1
X,1
AO,1
K,-1
P,-1
L,-1
AA,1
A,1
X,-1
N,-1
A,-2
AK,1
A,1
X,1
H,-1
X,-1
C,-1
AA,-1
AG,-1
P,1
H,1
T,-1
T,1
AO,-1
AK,-1
AC,-1
B,-1
AQ,-1
L,1
E,-2
P,-1
T,-1
D,1
AC,-1
K,1
AD,-1
C,1
E,1
Q,1
D,-1
C,-1
AD,1
E,1
AP,1
X,3
AP,-1
AC,1
AA,-1
H,-1
Q,-1
X,-2
X,1
AO,1
AD,-1
N,1
H,1
F,1
S,-2
X,-2
E,-1
A,1
E,2
AC,1
AQ,1
T,-2
AD,1
M,1
AD,-1
AO,-1
AP,1
AJ,1
P,1
AE,-1
Q,-1
AG,1
AG,-1
AJ,-1
AR,-1
R,1
AE,1
AC,-1
AP,-1
Q,1
C,1
AP,1
AR,1
A,-1
S,2
N,-1
S,-1
AQ,-1
R,-1
AD,1
P,-1
M,-1
S,-1
X,3
AD,-1
S,2
C,-1
T,1
AP,-1
AO,2
AD,1
AO,-1
AK,1
T,-1
T,2
AC,2
E,-1
AC,-3
AQ,1
A,1
Q,1
C,1
AC,1
AK,-1
AA,-2
AK,1
AQ,-1
AD,-1
AA,4
C,-1
AD,1
AA,-4
E,-1
R,-1
P,-1
AK,-1
Q,-1
S,-1
K,-1
AQ,-1
S,-1
AR,-1
X,-2
AQ,2
B,1
AG,1
D,1
N,1
T,1
P,1
K,1
AD,-1
AG,-1
N,-1
AR,1
K,-1
X,-1
AG,1
E,-1
AO,-1
AG,-1
T,-1
G,1
AG,1
S,1
Q,1
G,-1
Q,-1
U,-1
B,-1
Q,-1
AG,-1
AR,-1
D,-1
AO,1
T,2
G,1
T,-2
G,-1
R,1
AD,1
N,-1
R,-1
B,1
L,-1
AR,1
Y,1
D,1
AO,-1
P,1
V,1
AD,-1
AC,-1
AQ,-2
AE,-1
AR,-1
AB,1
AP,1
S,-1
X,2
AP,-1
AR,1
AO,1
AO,-1
D,-1
Q,1
X,-1
AA,-1
V,-1
O,-1
AK,1
O,1
D,1
L,1
N,1
D,-1
O,-1
Y,-1
U,2
AB,-1
S,2
U,-1
AQ,2
R,1
AP,1
S,-2
L,-1
AB,1
O,1
N,1
A,-1
S,2
P,-1
X,1
A,1
C,1
S,-1
AG,1
A,-2
U,2
X,-1
E,2
P,1
F,-1
AK,-1
X,-1
A,2
L,1
Y,1
AB,-1
X,2
X,-2
C,-1
U,1
C,1
AE,1
AB,1
Q,1
X,1
AR,-1
X,1
P,-1
X,-2
L,-1
E,-2
Y,-1
AD,1
R,-1
C,1
AR,1
R,1
AG,-1
D,1
G,1
AD,-1
P,-1
F,1
AP,-1
AE,-1
C,-2
G,1
G,-2
AA,1
U,-1
AB,-1
D,-1
Y,1
AO,1
C,2
S,1
AQ,-2
R,-1
X,1
R,1
AC,1
AK,1
AC,-1
O,-1
G,1
Y,-1
X,-1
N,1
R,-1
B,-1
P,2
N,1
AK,-1
AB,1
L,1
AR,-1
X,5
AB,-1
AC,1
X,1
AO,1
T,1
C,-2
T,-1
AR,1
N,-3
S,-1
G,-1
N,1
R,1
B,1
AF,-1
AA,-1
Q,-1
C,1
AN,-1
AA,1
P,-2
N,-1
G,1
AM,1
AC,-1
AR,-1
AO,-1
S,-1
AM,1
R,-1
AC,1
Y,1
N,1
B,-1
AC,-1
V,1
N,-1
AQ,2
R,1
V,-1
AG,1
AC,1
Y,-1
K,1
AA,1
Y,1
C,-1
AG,-1
AM,-1
AA,-1
A,1
P,1
AO,-1
B,1
T,1
C,1
W,1
W,-1
N,2
AQ,-1
C,-1
S,1
AQ,-1
Q,-1
AR,1
Q,2
V,1
AA,1
U,1
B,-1
T,-1
G,1
P,-1
A,-2
W,1
AR,-1
AP,1
P,1
V,-1
A,2
T,1
N,-1
Q,-1
R,-1
S,-1
W,-1
U,-1
AM,-1
U,1
B,1
C,1
A,-1
S,1
AO,-1
AC,-1
U,-1
Q,1
R,1
N,1
S,1
A,-2
AJ,1
AB,1
AQ,1
V,1
T,-1
AO,1
X,1
AO,-1
B,-1
G,-2
Q,-1
G,1
B,1
U,1
B,-1
B,1
P,1
S,-1
AA,1
AO,1
AQ,-1
T,2
AM,1
P,-1
P,1
N,-1
U,-1
AA,-3
Q,2
W,1
X,1
W,-1
AM,-1
K,-1
AM,1
G,1
W,1
M,1
N,1
G,1
U,1
A,2
G,-2
AQ,2
U,-1
L,-1
G,1
AJ,-1
AP,-1
X,1
