car,move
AO,1
Q,-1
M,-1
T,-1
R,1
E,1
T,1
AO,-1
P,-2
T,-1
AO,1
E,-1
AD,1
AR,1
B,-1
E,1
Y,-1
B,-1
AO,-1
U,1
X,-1
AP,1
Q,1
AJ,1
AB,-1
AK,1
AC,1
Q,-1
B,1
P,1
J,-1
N,1
H,1
AK,-1
N,-1
E,-1
N,1
F,1
Q,1
AG,-1
B,1
AK,1
T,1
AJ,-1
E,1
N,-1
AD,-1
AA,1
AQ,-1
S,1
F,-1
A,-1
L,1
F,1
AD,1
L,-1
L,1
M,1
K,1
X,1
N,1
AJ,1
AD,-1
AK,-1
AR,-1
X,-1
A,1
M,-1
P,-1
A,-1
T,-2
X,2
B,-2
E,-1
K,-1
AD,1
F,-1
AQ,1
G,2
Q,1
K,1
AJ,-1
AD,-1
H,-1
B,2
J,1
AQ,-2
AA,-1
AR,1
G,-2
J,-1
AC,-1
K,-1
AP,-1
C,2
P,1
K,1
C,-1
AR,-1
E,1
P,-1
B,-1
Q,-1
AC,1
S,1
AE,-1
N,-1
P,1
AO,1
A,1
S,-1
P,1
S,1
AC,-1
J,1
P,-1
AC,1
X,-1
AO,2
B,1
C,-1
J,-1
AA,-2
AC,-1
AE,1
P,1
AB,1
H,1
N,1
H,-1
B,-2
AE,-1
N,-1
C,1
AB,-1
AP,1
U,-1
S,-2
X,-1
T,2
S,1
R,-1
U,4
X,1
E,-1
M,1
X,-1
P,-1
Q,1
C,-1
E,1
AP,-1
C,2
H,1
AQ,1
Y,1
X,1
AQ,-1
E,-1
U,-1
G,1
Y,-1
P,1
B,2
AC,1
G,-1
C,-1
R,3
N,3
D,-1
H,-1
AO,-3
F,-2
R,-3
J,1
H,-1
AO,3
F,1
J,-1
M,-1
C,-1
T,-2
C,2
F,-1
T,2
AP,1
AJ,1
AA,-2
P,-1
J,1
C,-2
AQ,1
T,-2
P,-1
R,1
H,1
AA,-1
U,1
X,2
R,-1
U,-1
R,1
AQ,-1
R,-1
J,-1
Q,-2
X,-1
N,-2
S,1
Y,1
U,1
V,1
P,2
K,-1
AE,1
S,-1
K,1
F,1
AQ,1
AC,-1
AB,1
G,1
AE,-1
P,-1
S,-1
G,-1
AQ,-1
X,-2
U,-1
H,-1
G,1
Q,1
R,1
AJ,-1
J,1
G,-1
F,-1
C,1
AQ,1
R,-1
U,1
AB,-1
K,-1
AQ,-1
N,1
AP,-1
V,-1
AO,-1
C,-1
V,1
Q,-1
I,1
AC,1
N,-2
S,1
AR,1
AK,1
Q,1
J,-1
N,2
U,-1
AA,1
V,-1
I,-1
L,-1
T,2
AA,-1
AQ,1
X,1
J,4
F,1
J,-4
P,1
C,1
J,2
N,-3
H,1
AO,-1
P,-2
AQ,-1
AO,1
AK,-1
Q,1
N,1
F,-1
J,1
Q,-1
X,-1
AK,1
F,2
M,1
Q,1
H,1
M,-1
P,1
O,-1
F,1
N,-1
M,2
AC,-1
V,1
U,1
O,1
AK,-1
AK,1
O,-1
U,-1
P,-1
V,-1
X,1
F,-1
U,1
O,1
Y,-1
AO,-1
R,1
H,-1
H,1
AO,-1
C,1
O,-1
M,-2
R,-1
T,-2
AK,-1
AQ,2
AO,1
R,1
AR,-1
F,1
AO,-1
C,-2
P,1
C,2
J,1
N,3
AB,1
AA,1
Y,1
T,1
U,-1
E,1
V,1
X,-1
R,-1
U,1
R,1
O,1
T,-1
U,-1
AA,-1
AB,-1
V,-1
S,1
AB,1
U,1
E,-1
U,-1
AA,1
X,2
B,-1
N,-2
AP,1
Y,-1
AQ,-2
O,-1
U,-2
L,1
P,-1
R,-1
K,1
E,1
X,6
T,1
AA,1
AP,-1
U,-1
C,-2
AP,1
AR,1
U,1
C,1
Q,-1
B,1
AR,-1
AJ,1
AR,1
R,1
R,-1
N,1
E,-1
P,1
R,1
A,-2
AQ,1
AF,-1
Q,1
AG,-1
AA,-2
AB,1
AE,1
AE,-1
P,-1
Q,-1
G,1
X,-1
G,-1
E,1
AE,1
AS,-2
X,-1
A,1
X,2
AD,1
AS,2
AA,1
S,-1
K,-1
Q,1
A,-1
AJ,-1
B,-1
E,-1
AJ,1
G,1
P,1
AR,-1
AD,-1
K,1
Q,-1
A,2
AR,1
K,-1
T,1
AB,-1
A,-1
X,-2
A,-1
AG,1
AK,1
P,-1
G,-1
AF,1
P,1
B,1
K,1
AA,-1
AE,-1
T,-2
P,-1
A,1
C,-1
AJ,-1
U,1
A,1
AA,2
Q,-1
AF,-1
Q,1
AG,-1
AJ,1
Q,1
T,2
AA,-2
P,1
M,1
P,-1
X,2
K,-1
AK,-1
AR,-1
F,-1
AJ,-1
AG,1
E,1
AF,1
AQ,1
N,-1
AF,-1
A,-1
AQ,-2
H,-1
AN,-1
AJ,1
P,1
E,-1
N,2
P,-1
E,1
U,1
AN,1
M,1
R,2
Q,-2
P,1
P,-1
X,-1
E,-1
AN,-1
G,1
N,1
R,-1
AN,1
AF,1
AJ,-1
G,-1
AJ,1
U,1
U,-1
L,-1
X,1
S,-1
G,2
H,1
M,-1
P,1
F,1
M,1
Q,1
AF,-1
C,1
P,-1
F,-1
AG,-1
P,1
AJ,-1
H,-1
M,-1
H,1
G,-1
J,-1
P,-1
H,-1
C,-1
A,1
N,-1
U,-1
R,-1
AR,1
C,1
M,-1
J,-3
C,-1
H,1
C,1
AG,1
F,1
AQ,1
P,2
R,-1
AA,1
P,-1
AJ,1
R,1
AA,-1
F,-1
AQ,-1
AQ,1
AG,-1
X,1
