car,move
AB,-1
U,1
AH,-1
J,2
A,1
AG,1
AR,1
AJ,-1
L,1
R,-1
R,-1
AC,1
R,2
AR,-1
A,-1
C,-1
R,-1
AL,1
AR,1
Q,-1
X,-2
W,-1
W,1
AL,-1
W,-1
AH,1
V,1
M,1
L,-1
V,-1
AA,2
AG,-1
J,-2
R,-1
B,-3
X,1
AJ,1
R,1
Q,1
AA,-1
AK,1
AC,2
J,2
AG,1
AA,4
M,-1
Q,-1
M,1
L,1
AC,-3
W,1
Q,1
X,1
I,-1
L,-1
I,1
AD,-1
L,1
A,1
AK,-1
AI,-1
A,-1
M,-1
AG,-1
AQ,-1
L,-1
X,-1
W,-1
L,1
AB,1
I,-1
AD,1
W,1
A,1
AD,-1
AQ,-1
L,-1
U,-1
AQ,1
L,1
Q,-1
K,1
AQ,1
P,-1
AD,1
U,1
W,-1
U,-1
AK,1
AI,1
B,1
K,-1
AI,-1
W,1
H,1
K,1
AI,-2
B,-1
AD,-1
P,1
P,-1
P,1
AQ,-2
AI,2
A,-1
U,1
F,1
AE,-1
N,1
D,1
P,-1
AI,1
G,1
AH,-1
AM,-1
R,-1
Q,1
A,3
AM,1
W,-1
R,-1
AH,1
H,1
K,-1
P,1
F,1
B,1
L,-1
J,-1
AK,-1
AQ,1
P,-1
Y,-1
AB,-1
Q,-1
F,-1
J,1
H,-1
AI,-2
H,1
R,1
U,4
M,-1
AE,1
B,-1
N,1
F,1
Y,1
AR,-1
L,1
B,1
AD,1
T,-1
K,1
R,-1
V,1
Q,1
R,1
B,-1
T,-1
P,1
N,-1
C,1
A,-4
AI,-1
V,-1
AC,1
K,-1
D,-1
N,1
W,1
B,1
F,-1
W,-1
AI,2
W,1
AQ,1
O,-1
T,1
AC,1
O,1
AD,-1
AI,-2
T,1
AR,1
AC,-2
AD,1
AK,1
AK,-1
AQ,-2
AK,1
T,-1
AB,1
AI,1
K,1
N,-1
AQ,2
A,1
P,-1
N,2
B,-1
G,1
K,-1
P,1
AQ,-2
A,2
G,-1
X,1
O,-1
T,-1
X,-1
K,1
X,1
F,1
AK,-1
A,-1
F,-1
A,1
P,-1
F,1
AK,1
O,1
G,1
AB,-1
C,-1
B,1
AC,1
AQ,1
AI,1
C,1
O,-1
X,-1
F,-1
K,-1
AQ,-1
N,-1
A,-3
P,1
L,-1
H,-1
N,1
AC,-1
A,3
AC,1
T,2
L,1
X,1
M,2
AC,-1
O,1
AK,-1
AQ,2
L,-1
M,-2
T,-1
AI,-2
X,-1
AI,2
T,-1
W,-1
J,-1
C,-1
O,-1
R,-1
AC,2
AI,-2
P,-1
AC,-1
J,-3
Y,-1
AQ,-2
AF,-1
A,-1
G,-2
J,2
G,1
A,1
Q,-1
P,1
AK,1
Q,1
N,-1
R,1
P,-1
N,1
A,-2
T,2
AE,1
N,-2
G,-1
AQ,1
AE,-1
T,-2
B,-1
Q,-1
N,3
G,3
T,2
J,-1
N,-1
P,2
J,-1
P,-1
AE,1
AI,1
Y,1
A,1
V,1
G,-1
AE,-1
AC,-1
AN,-1
P,-1
H,1
Q,1
AO,-1
AD,-1
C,1
AO,1
P,2
T,-2
AE,-1
AN,1
AQ,-1
AE,2
AE,-2
A,-2
AQ,1
AE,2
A,3
F,1
AI,-1
AC,2
AE,-1
AG,-1
C,-1
T,1
F,-1
H,-1
B,1
AD,1
H,1
G,-1
R,-1
B,-1
N,-1
Q,-1
N,-1
V,-1
P,-2
AC,-2
T,1
W,1
AI,1
W,-1
AC,1
A,-1
AD,-1
L,1
M,1
P,2
AG,1
AE,1
G,-1
V,1
R,2
AE,-1
G,1
AI,1
L,-1
AF,1
P,-2
AC,2
AD,1
H,-1
R,-2
J,1
X,-1
AI,-1
L,1
B,1
L,-1
AD,-1
AD,1
AI,-1
R,1
AI,2
AD,-1
AE,-1
AI,-2
AB,1
N,1
U,-1
R,1
N,-1
V,-1
P,1
AB,-1
J,1
AQ,1
B,-1
U,1
V,1
J,-2
O,1
AQ,-1
O,-1
G,-1
AB,1
AF,-1
E,1
U,-1
AI,1
AG,-1
A,-1
AG,1
U,1
AI,-1
AE,2
AE,-1
AB,-1
B,1
B,-1
AI,2
AG,-1
AE,-1
A,1
AE,1
A,-1
AC,-1
AC,-2
H,1
E,-1
AC,1
AI,-1
P,1
G,1
B,1
AE,-1
AQ,-1
V,-1
P,-2
B,-1
F,1
U,-1
Y,-1
G,-1
N,1
A,1
E,1
AK,-1
AK,1
R,-2
N,1
R,2
P,2
B,1
L,1
AC,-1
AG,1
K,1
AI,-1
E,-1
N,-1
Y,1
AN,-1
AM,1
K,-1
K,1
V,1
F,-1
H,-1
N,-1
AB,1
X,1
E,1
K,-1
L,-1
L,1
AB,-1
AC,1
AQ,2
P,-2
J,1
AG,1
P,1
AC,2
AM,-1
V,-1
Q,1
AI,1
N,1
J,-1
N,-1
U,1
N,1
K,1
AI,-1
H,1
R,-2
E,-1
AI,1
P,-1
C,1
P,1
V,1
P,1
AG,-1
B,-1
AE,1
AI,1
AB,1
K,-1
AM,1
B,1
P,-2
N,-2
K,1
M,1
H,-1
AB,-1
AD,1
C,-1
AQ,-1
K,-1
R,2
C,1
R,-2
AD,-1
AE,-1
K,1
V,-1
AC,-3
Y,-1
K,-1
AM,-1
AN,1
AB,1
R,1
U,-3
A,-2
H,1
M,-2
H,-1
P,2
AI,-1
AF,1
AI,1
N,2
A,2
U,2
AB,-1
K,1
E,1
T,-2
R,-1
O,1
R,1
AC,3
C,-1
O,-1
E,-1
U,-1
C,1
AC,-2
U,2
O,1
H,1
B,-1
A,-1
Y,1
AE,1
W,1
AQ,-1
B,1
AQ,1
H,-1
X,2
G,1
AI,-2
H,1
AK,-1
AK,1
C,-1
A,1
G,1
F,-1
AI,1
B,-1
AK,-1
AR,-1
B,1
AC,-1
AD,1
AR,1
K,-1
N,1
K,1
AK,1
A,1
Q,-1
AD,-1
AB,1
AD,1
AB,-1
H,-2
G,-1
A,-1
I,1
AI,1
X,-2
AD,-1
W,-1
P,-1
AK,-1
B,-1
R,-1
W,1
AB,1
AI,-1
AI,1
T,2
AK,1
M,1
M,-1
I,-1
M,1
B,1
AQ,-1
G,-1
Q,1
AI,-1
P,1
AB,-1
F,-1
Q,-1
N,-1
F,1
N,-2
AK,-1
B,-1
B,1
K,-1
AD,1
AQ,1
R,2
L,-1
AB,1
B,-1
B,1
P,-2
B,-1
Q,1
AD,-1
N,2
G,1
C,1
AD,1
AD,-1
AQ,-1
B,1
I,1
AI,1
W,-1
A,-2
AQ,2
B,-1
J,4
AB,-1
I,-1
AG,1
AK,1
P,1
W,1
AC,3
N,1
J,-3
AD,1
A,1
C,-1
AG,-1
B,1
P,-1
X,1
AD,-1
AI,-1
C,1
A,-1
AI,-1
J,-1
AD,1
AD,-1
I,1
G,1
AC,-2
AC,2
P,1
M,1
A,3
AE,-1
I,-1
G,-1
H,2
X,-1
AI,1
R,-2
M,-2
H,-2
AQ,-1
B,-1
L,1
J,1
N,-1
R,1
AE,1
W,-1
N,-1
K,1
AI,-1
AC,-3
I,1
AK,-1
M,1
P,-1
N,2
I,-1
AQ,-1
AD,1
B,1
K,-1
A,-2
AQ,1
K,1
K,-1
G,-1
AR,-1
R,1
V,1
N,-1
AQ,1
V,-1
N,-2
W,1
P,1
AC,1
R,-1
X,1
N,3
AI,1
H,1
M,1
AC,-1
L,-1
AC,2
AG,1
M,-2
L,1
T,-2
AD,-1
E,1
AR,1
C,-1
K,1
J,-1
AC,-1
AI,1
F,1
H,1
K,-1
AR,-1
D,1
AR,1
N,-1
C,1
T,2
T,-2
N,1
AE,-1
H,-1
AK,1
AE,1
B,-2
AG,-1
AC,-1
AB,1
A,-1
AB,-1
AK,-1
AI,-1
AR,-1
L,-1
AD,1
E,-1
G,2
N,-1
AR,1
J,2
P,-1
AB,1
AI,1
A,2
AR,-1
AI,-2
C,-1
AI,2
N,1
Q,-1
X,-1
AI,-2
T,1
R,-1
A,1
AG,1
J,1
AA,-1
H,1
AB,-1
W,-1
R,1
B,1
W,1
A,-2
F,1
P,1
F,-1
N,-1
J,1
N,1
AI,2
Q,1
AC,1
T,1
A,3
N,-1
AD,-1
B,1
W,-1
H,-1
AE,-1
G,-1
P,-1
J,-3
P,2
AI,-2
A,-1
W,1
P,-2
AE,1
Q,-1
AA,-2
D,-1
AG,-1
AQ,-2
AE,-1
P,1
G,1
T,-2
D,1
AJ,-1
L,1
U,-1
D,-1
X,1
U,1
AA,-2
B,-1
O,-1
U,-1
J,-1
H,1
AP,-1
G,-1
A,-1
K,1
A,-1
P,1
B,1
AR,1
AQ,2
H,-1
AA,1
AI,1
K,-1
AQ,-1
AI,1
N,-1
Q,1
X,3
AA,1
AQ,-1
AP,1
W,-1
K,1
C,1
AP,-1
Y,-1
AA,-3
B,-1
Y,1
AI,-2
AA,3
P,-1
AI,2
T,2
W,1
AI,-1
AP,1
AQ,1
J,1
AK,1
M,1
G,-1
W,-1
P,1
Y,-1
A,-1
N,-1
AI,1
N,1
AI,-1
N,-1
K,-1
M,1
AJ,1
Y,1
AJ,-1
AP,-1
Y,-1
J,-1
AQ,1
AI,-1
AO,1
AK,-1
J,1
J,-1
AR,-1
AC,1
AR,1
AI,2
U,-1
H,1
AA,-1
K,1
AA,1
AI,-1
P,-1
B,1
M,-2
AR,-1
X,1
F,1
T,-2
K,-1
P,1
T,1
N,2
G,2
P,-2
B,-1
N,1
U,1
L,-1
AO,-1
AO,1
B,1
N,1
AQ,-1
N,-1
P,1
T,1
F,-1
AC,-1
L,1
AC,1
G,1
P,-1
AC,-1
AI,-1
G,-2
F,1
AO,1
N,1
M,1
U,1
AR,1
L,-1
A,2
P,1
A,-1
N,-1
AC,1
A,1
R,-1
X,1
G,1
U,-2
M,-1
G,-1
AI,3
O,1
AK,1
AO,-2
AK,-1
C,-1
AH,-1
AK,1
AP,1
C,1
AJ,1
AL,1
M,2
A,1
F,-1
M,-2
O,-1
T,-1
R,1
AL,-1
C,-1
AF,-1
N,-2
AN,-1
AC,1
P,1
AL,1
C,1
R,-1
L,1
A,-1
B,-1
F,1
R,1
AM,1
P,-2
A,-2
P,1
AM,-1
P,-1
AQ,1
L,-1
AO,-1
B,1
G,-1
P,1
AJ,-1
B,-1
N,-1
AL,-1
L,1
A,1
AO,1
AO,-1
U,-1
AQ,-1
AP,-1
B,1
P,-1
B,-1
T,1
AM,-1
L,-1
M,1
AB,1
R,1
C,-1
X,1
R,-1
C,1
X,-1
M,1
X,1
AQ,1
AQ,-1
U,-1
AP,1
AM,1
AA,-1
AO,1
P,1
F,-1
AJ,1
C,-1
AH,1
F,1
U,1
C,1
X,2
