car,move
C,-1
AR,1
AO,-1
G,-1
AB,-1
AC,1
Y,1
AO,1
Q,-1
V,1
AA,-1
AD,-1
M,1
Q,1
D,1
AG,-1
V,-1
AG,1
D,-1
AE,-1
V,1
G,-1
U,-1
V,-1
K,1
V,1
AK,1
E,1
V,-1
F,-1
AC,1
AA,-1
AO,-1
A,1
J,-1
AK,-1
AP,1
C,-1
R,-1
M,-1
AC,-1
AP,-1
AO,1
AK,1
A,2
J,1
P,1
B,-1
AA,2
Q,-2
AO,-1
M,1
AO,1
P,-2
H,-1
M,-1
H,1
R,-2
AO,-1
S,-1
M,-1
Q,1
R,1
P,1
Y,-1
S,1
AG,-1
R,-1
X,-1
Y,1
P,-1
B,1
J,-1
Y,-1
H,-1
AG,1
J,1
B,-1
AP,1
AK,-1
N,-1
AG,-1
G,1
C,1
K,-1
G,-1
L,-1
AR,-1
M,1
AG,1
X,1
S,-1
U,-1
P,1
AJ,1
I,1
L,1
G,1
AA,2
R,1
J,-1
AA,-2
R,-1
I,-1
P,-1
J,1
K,1
N,1
S,1
AR,1
AC,1
I,1
B,3
U,2
A,-1
AA,4
U,-1
M,-1
A,1
Q,1
AG,-1
T,-2
N,1
AR,-1
AG,1
R,1
A,-3
Q,-1
A,2
R,-1
Q,1
C,-1
AR,1
S,1
T,1
B,-1
B,-2
R,1
P,2
I,-1
C,2
AK,1
S,-1
T,-1
C,-2
Q,-2
AC,-2
S,-1
J,-1
AC,1
AG,-1
P,-2
AC,2
J,1
Q,1
C,1
G,1
R,-1
K,-1
H,1
P,2
AC,-1
K,1
AG,1
B,1
X,1
AA,-3
S,1
P,-2
AK,-1
G,-2
AR,-1
S,-1
U,1
AC,-1
B,-1
R,1
G,-1
N,-4
AR,1
X,-1
AJ,-1
AR,-1
Y,1
A,-1
C,-1
AP,-1
AR,1
C,1
K,-1
T,2
Y,-1
F,1
N,2
J,-1
N,-1
K,1
C,-1
O,-1
O,1
A,1
K,-1
AP,1
A,-1
AP,-1
K,1
D,1
P,1
A,1
E,1
AP,1
T,-2
J,1
AJ,1
C,1
AR,-1
N,3
AR,1
AJ,-1
N,-3
AE,1
N,3
D,-1
O,-1
R,-1
B,1
AA,1
N,-1
O,1
D,1
J,-1
P,-1
D,-1
E,-1
AR,-1
AD,1
R,1
J,1
X,1
D,1
C,-1
D,-1
P,1
C,1
AJ,1
K,-1
N,1
AA,1
J,-1
L,-1
J,2
E,2
AR,1
B,-1
A,-1
AD,-1
AR,-1
N,-3
J,1
AC,-1
AB,1
B,1
X,-2
H,1
E,-1
F,1
B,-1
D,1
D,-1
X,1
X,-1
AA,1
N,1
D,1
AB,-1
B,-1
S,2
AC,1
Y,1
N,-1
T,1
J,1
E,-1
V,1
A,-1
E,1
Q,1
J,-1
AC,-1
AG,-1
AQ,-2
E,-1
Q,-1
AQ,2
F,-1
X,1
P,-1
T,-1
AG,1
F,1
E,1
V,-1
AD,1
F,-1
T,1
AD,-1
Q,1
Q,-1
S,-1
AC,1
AA,-4
AA,2
AC,1
X,-1
F,1
P,1
Q,1
F,-1
AJ,-1
V,1
N,1
V,-1
F,1
AR,1
X,1
AE,-1
AK,1
A,1
B,1
J,1
L,1
S,1
AK,-1
S,1
AC,-1
A,-1
T,-1
C,1
L,-1
N,-1
AP,-1
C,-1
N,1
F,-1
AK,1
AO,1
U,-1
L,1
U,1
L,-1
S,-2
C,1
C,-1
AA,-1
AE,1
AC,2
V,1
H,-1
C,1
S,2
A,2
J,-2
AB,1
S,-1
J,2
P,-1
S,-1
AD,1
X,-1
J,-1
R,-1
J,-3
L,1
T,2
AA,-1
P,2
L,-1
L,1
V,-1
P,-1
AG,-1
AA,-1
K,1
AO,-1
R,1
Y,-1
AB,-1
AG,1
D,-1
AC,-1
AP,1
AC,1
AJ,1
R,-1
AA,2
H,1
D,1
AD,-1
H,-1
K,-1
C,-2
AJ,-1
AC,-2
AK,-1
H,1
Y,1
V,1
L,-1
B,1
H,-1
J,2
T,-1
J,-1
X,1
AP,-1
AK,1
L,1
J,-1
AD,1
AP,1
T,1
H,1
N,1
H,-1
L,-1
B,-2
AD,-1
R,1
J,1
Q,-2
A,-1
X,-2
P,1
AA,1
L,1
B,1
K,1
V,-1
N,-2
M,1
E,-1
AD,1
D,-1
N,2
Y,-1
AD,-1
AC,1
J,-1
M,-1
D,1
E,1
AE,-1
A,1
P,-2
H,1
AK,-1
U,-2
A,-1
AP,-1
M,2
P,1
S,-1
P,-1
E,-1
B,-1
H,-1
M,-2
AP,1
S,1
E,1
AR,-1
B,1
K,-1
AA,-1
AP,-1
S,-1
S,1
D,-1
AG,-1
J,1
K,1
X,1
N,-2
U,2
AG,1
D,1
J,-1
AC,-1
T,-1
U,-4
AE,1
AR,1
K,-1
S,1
AK,1
AK,-1
AR,-1
A,1
B,1
S,-2
AA,-1
U,1
T,-1
AP,1
J,1
R,-1
P,2
J,-1
R,1
T,2
Q,1
AD,1
X,1
H,1
AG,-1
D,-1
Q,-1
D,1
B,-1
F,1
AA,1
AP,-1
D,-1
M,1
S,1
A,-1
N,1
F,-2
S,-1
E,-1
AG,1
F,-1
AG,-1
L,-1
AO,1
AC,1
AC,-1
A,1
Q,1
H,-2
AC,1
N,-1
B,1
L,1
AO,-1
AD,-1
X,-1
N,1
Q,-1
AE,-1
AG,1
Q,1
AO,1
S,1
K,1
R,-1
AR,1
B,-1
F,1
AO,-1
B,1
U,1
R,1
J,1
K,-1
G,1
H,1
B,-1
Q,1
AK,1
AA,1
P,-2
AO,1
M,-1
Q,-2
X,-1
R,-1
B,1
AO,-1
AC,-1
N,1
AC,2
H,-1
R,1
N,-2
T,-1
S,1
AP,1
X,2
N,2
X,-1
AC,-1
U,2
P,1
H,1
A,-1
N,-1
N,-1
G,-1
K,1
B,-1
Q,2
Y,1
P,-1
B,1
Q,-2
J,-1
G,1
J,1
A,1
Q,1
J,-1
AK,-1
Q,1
AC,-1
R,-1
P,1
C,2
V,1
AC,1
A,1
B,-1
C,-1
AA,-3
B,1
T,-1
C,-1
P,1
Q,1
AG,-1
M,-1
R,1
AK,1
F,1
K,-1
AQ,-1
H,1
AQ,1
O,-1
F,1
K,1
X,3
S,1
AE,1
R,-1
C,1
AD,1
AP,-1
S,-2
AP,1
AC,-2
AA,-4
AD,-1
AG,1
F,-1
O,1
C,-1
C,1
AE,-1
AC,2
A,-1
D,1
C,1
S,1
D,-1
G,-1
D,1
D,-1
H,-1
AK,-1
AP,-1
AR,-1
N,-1
AG,-1
S,-1
H,1
U,-1
O,-1
N,1
M,1
AR,1
X,3
K,-1
S,2
P,-2
C,-1
S,-1
K,1
R,1
K,-1
H,-1
AK,1
R,-1
X,-4
R,1
K,1
AC,-1
U,1
S,-1
R,-1
AK,-1
AR,-1
E,1
AG,1
X,2
T,2
AR,1
AR,-1
Q,-2
K,-1
U,-1
AP,1
U,1
AJ,1
X,2
AE,1
K,1
AF,-1
M,1
J,1
E,-1
V,-1
M,-1
AF,1
Q,1
AG,-1
P,2
AD,1
AF,-1
C,1
P,-2
T,-1
AN,-1
AQ,-1
AO,-1
AD,-1
Y,-1
AC,1
S,1
AQ,1
Y,1
AE,-1
V,1
AE,1
AG,1
AG,-1
AE,-1
E,1
S,1
N,1
AG,1
K,-1
AC,-1
K,1
Q,1
C,-2
S,-2
AG,-1
K,-1
AJ,-1
Q,-2
AC,-1
L,-1
N,-1
T,-1
AB,1
AG,1
C,1
AG,-1
J,3
AJ,1
E,-1
U,-1
Q,1
J,-2
X,3
