car,move
O,1
D,1
A,-5
D,-1
B,-3
G,-1
F,2
I,-1
E,2
R,-1
X,-1
H,2
W,-1
Y,-1
AL,-1
AH,1
AE,-1
AH,1
AI,-2
U,4
F,2
R,-1
Y,1
O,-1
W,1
M,-1
T,-2
X,9
