car,move
M,2
B,1
S,-3
A,-1
F,-1
G,-3
T,-1
U,-1
P,1
K,1
D,5
C,-1
H,-2
G,4
E,4
F,1
A,3
B,-1
I,-2
A,1
X,-1
N,-5
L,1
F,-1
Q,-1
R,-1
O,1
J,1
E,-3
S,-3
X,7
