car,move
M,2
B,1
A,-1
S,-2
F,-1
G,-3
T,-1
U,-1
P,1
K,1
D,4
C,-2
H,-2
G,4
F,1
A,5
F,-1
E,2
B,-1
I,-2
X,-1
E,1
N,-2
L,1
Q,-1
R,-1
O,1
N,-3
J,1
D,1
X,7
