car,move
AL,-1
AH,2
AF,-1
AE,1
AI,-3
W,2
Y,-1
W,1
AE,-1
AF,1
AE,-1
O,1
D,1
U,4
N,2
A,-4
B,-3
I,-1
G,2
H,2
D,-1
F,4
E,2
R,-2
M,-1
T,-2
A,-1
G,-3
O,-1
N,-2
X,8
