car,move
T,-6
G,-1
K,-2
S,-2
K,-2
N,-1
J,-2
Q,-2
G,-2
M,1
E,4
F,-2
B,1
A,3
T,-1
F,-1
U,-2
L,2
E,-3
J,1
S,-1
M,-4
V,-5
L,-2
R,-3
N,2
X,-2
H,2
I,-2
P,-1
O,1
H,2
X,2
V,3
I,-1
C,2
D,-1
P,-2
X,1
