car,move
K,-4
T,-2
S,-2
Q,-2
J,-2
G,-3
U,-2
L,2
M,-1
E,3
A,2
K,-1
F,-4
V,-6
M,1
L,-2
R,-3
N,1
X,-2
H,2
I,-3
P,-2
O,1
H,3
C,2
D,-1
P,-1
X,3
